"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"423","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","87","Local variable 'fm' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"424","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","88","Local variable 'component' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"425","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","94","Avoid variables with short names like fb","Naming Rules","ShortVariable"
"426","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","96","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"427","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","98","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"428","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","102","Avoid variables with short names like a","Naming Rules","ShortVariable"
"429","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","104","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"430","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","126","Local variable 'doc' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"431","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/EmailInputVerifier.java","3","13","Parameter 'emailComponent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"432","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/EmailInputVerifier.java","3","16","Avoid excessively long variable names like parsedEmailComponent","Naming Rules","LongVariable"
"433","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/EmailInputVerifier.java","3","16","Local variable 'parsedEmailComponent' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"434","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/EmailInputVerifier.java","3","18","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"435","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","10","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"436","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","10","Parameter 'sizeLimit' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"437","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","19","Avoid variables with short names like a","Naming Rules","ShortVariable"
"438","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","19","Avoid variables with short names like fb","Naming Rules","ShortVariable"
"439","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","19","Parameter 'a' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"440","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","19","Parameter 'fb' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"441","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","19","Parameter 'offs' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"442","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","19","Parameter 'str' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"443","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","30","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"444","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","36","Avoid variables with short names like fb","Naming Rules","ShortVariable"
"445","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","37","Local variable 'newFieldSize' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"446","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","42","Avoid variables with short names like a","Naming Rules","ShortVariable"
"447","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/PhoneFieldDocumentFilter.java","3","42","Avoid variables with short names like fb","Naming Rules","ShortVariable"
"448","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","10","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"449","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","10","Parameter 'sizeLimit' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"450","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","20","Avoid variables with short names like a","Naming Rules","ShortVariable"
"451","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","20","Avoid variables with short names like fb","Naming Rules","ShortVariable"
"452","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","20","Parameter 'a' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"453","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","20","Parameter 'fb' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"454","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","20","Parameter 'offs' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"455","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","20","Parameter 'str' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"456","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","29","Avoid variables with short names like fb","Naming Rules","ShortVariable"
"457","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","31","Local variable 'newFieldSize' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"458","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","37","Avoid variables with short names like a","Naming Rules","ShortVariable"
"459","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/SMSTextFieldDocumentFilter.java","3","37","Avoid variables with short names like fb","Naming Rules","ShortVariable"
"460","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","14","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"461","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","17","Parameter 'extractTo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"462","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","17","Parameter 'zip' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"463","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","19","Local variable 'archive' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"464","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","21","Avoid variables with short names like e","Naming Rules","ShortVariable"
"465","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","21","Local variable 'e' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"466","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","24","Local variable 'entry' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"467","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","26","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"468","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","26","Local variable 'file' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"469","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","35","Avoid variables with short names like in","Naming Rules","ShortVariable"
"470","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","35","Local variable 'in' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"471","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","37","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"472","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","40","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"473","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","44","Avoid assignments in operands","Controversial Rules","AssignmentInOperand"
"474","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","5","44","Found 'DD'-anomaly for variable 'read' (lines '44'-'44').","Controversial Rules","DataflowAnomalyAnalysis"
"475","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","5","44","Found 'DU'-anomaly for variable 'read' (lines '44'-'53').","Controversial Rules","DataflowAnomalyAnalysis"
"476","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","56","Parameter 'base' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"477","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","56","Parameter 'directory' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"478","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","56","Parameter 'zos' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"479","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","5","60","Found 'DU'-anomaly for variable 'buffer' (lines '60'-'78').","Controversial Rules","DataflowAnomalyAnalysis"
"480","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","5","61","Found 'DD'-anomaly for variable 'read' (lines '61'-'72').","Controversial Rules","DataflowAnomalyAnalysis"
"481","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","5","61","Found 'DU'-anomaly for variable 'read' (lines '61'-'78').","Controversial Rules","DataflowAnomalyAnalysis"
"482","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","67","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"483","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","67","Avoid variables with short names like in","Naming Rules","ShortVariable"
"484","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","69","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"485","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","3","72","Avoid assignments in operands","Controversial Rules","AssignmentInOperand"
"486","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","5","72","Found 'DD'-anomaly for variable 'read' (lines '72'-'72').","Controversial Rules","DataflowAnomalyAnalysis"
"487","br.com.campanhasms.zipping","src/br/com/campanhasms/zipping/ZipUtility.java","5","72","Found 'DU'-anomaly for variable 'read' (lines '72'-'78').","Controversial Rules","DataflowAnomalyAnalysis"
"488","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","50","Abstract classes should be named AbstractXXX","Naming Rules","AbstractNaming"
"489","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","50","The class 'AModemDriver' has a Cyclomatic Complexity of 3 (Highest = 33).","Code Size Rules","CyclomaticComplexity"
"490","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","50","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"491","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","51","The class 'AsyncMessageProcessor' has a Cyclomatic Complexity of 5 (Highest = 11).","Code Size Rules","CyclomaticComplexity"
"492","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","51","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"493","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","52","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"494","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","52","Private field 'msgList' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"495","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","54","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"496","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","56","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"497","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","56","Private field 'SYNC' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"498","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","56","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"499","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","56","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"500","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","58","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"501","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","70","The method 'run' has a Cyclomatic Complexity of 11.","Code Size Rules","CyclomaticComplexity"
"502","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","76","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"503","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","86","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"504","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","96","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"505","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","111","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"506","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","119","The class 'AsyncNotifier' has a Cyclomatic Complexity of 4 (Highest = 13).","Code Size Rules","CyclomaticComplexity"
"507","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","119","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"508","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","121","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"509","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","121","It is somewhat confusing to have a field name matching the declaring class name","Naming Rules","AvoidFieldNameMatchingTypeName"
"510","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","121","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"511","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","123","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"512","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","123","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"513","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","125","Parameter 'myEvent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"514","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","125","Parameter 'myResponse' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"515","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","136","Private field 'eventQueue' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"516","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","138","Private field 'SYNC' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"517","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","138","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"518","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","138","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"519","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","140","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"520","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","150","Parameter 'indication' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"521","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","151","Avoid variables with short names like p","Naming Rules","ShortVariable"
"522","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","151","Local variable 'p' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"523","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","152","Avoid variables with short names like m","Naming Rules","ShortVariable"
"524","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","152","Local variable 'm' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"525","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","153","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"526","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","154","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"527","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","159","The method 'run' has a Cyclomatic Complexity of 13.","Code Size Rules","CyclomaticComplexity"
"528","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","169","Found 'DD'-anomaly for variable 'response' (lines '169'-'169').","Controversial Rules","DataflowAnomalyAnalysis"
"529","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","169","Found 'DD'-anomaly for variable 'response' (lines '169'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"530","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","169","Found 'DD'-anomaly for variable 'response' (lines '169'-'183').","Controversial Rules","DataflowAnomalyAnalysis"
"531","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","169","Found 'DD'-anomaly for variable 'response' (lines '169'-'193').","Controversial Rules","DataflowAnomalyAnalysis"
"532","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","169","Found 'DU'-anomaly for variable 'response' (lines '169'-'215').","Controversial Rules","DataflowAnomalyAnalysis"
"533","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","174","Found 'DD'-anomaly for variable 'response' (lines '174'-'169').","Controversial Rules","DataflowAnomalyAnalysis"
"534","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","174","Found 'DD'-anomaly for variable 'response' (lines '174'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"535","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","174","Found 'DD'-anomaly for variable 'response' (lines '174'-'183').","Controversial Rules","DataflowAnomalyAnalysis"
"536","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","174","Found 'DD'-anomaly for variable 'response' (lines '174'-'193').","Controversial Rules","DataflowAnomalyAnalysis"
"537","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","174","Found 'DU'-anomaly for variable 'response' (lines '174'-'215').","Controversial Rules","DataflowAnomalyAnalysis"
"538","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","185","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"539","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","196","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"540","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","196","Local variable 'ussdResponse' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"541","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","202","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"542","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","217","Parameter 'event' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"543","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","217","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"544","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","219","Avoid variables with short names like ev","Naming Rules","ShortVariable"
"545","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","219","Local variable 'ev' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"546","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","228","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"547","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","230","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"548","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","233","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"549","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","238","Use block level rather than method level synchronization","Design Rules","AvoidSynchronizedAtMethodLevel"
"550","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","243","Use block level rather than method level synchronization","Design Rules","AvoidSynchronizedAtMethodLevel"
"551","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","244","Avoid variables with short names like c","Naming Rules","ShortVariable"
"552","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","266","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"553","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","269","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"554","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","275","Use block level rather than method level synchronization","Design Rules","AvoidSynchronizedAtMethodLevel"
"555","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","283","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"556","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","287","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"557","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","290","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"558","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","296","Use block level rather than method level synchronization","Design Rules","AvoidSynchronizedAtMethodLevel"
"559","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","297","Avoid variables with short names like i","Naming Rules","ShortVariable"
"560","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","301","Found 'DU'-anomaly for variable 'size' (lines '301'-'318').","Controversial Rules","DataflowAnomalyAnalysis"
"561","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","303","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"562","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","305","Found 'DU'-anomaly for variable 'i' (lines '305'-'318').","Controversial Rules","DataflowAnomalyAnalysis"
"563","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","309","Found 'DU'-anomaly for variable 'size' (lines '309'-'318').","Controversial Rules","DataflowAnomalyAnalysis"
"564","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","320","Use block level rather than method level synchronization","Design Rules","AvoidSynchronizedAtMethodLevel"
"565","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","341","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"566","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","341","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"567","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","347","A switch with less than 3 branches is inefficient, use a if statement instead.","Design Rules","TooFewBranchesForASwitchStatement"
"568","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","347","Switch statements should have a default label","Design Rules","SwitchStmtsShouldHaveDefault"
"569","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","350","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"570","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","366","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"571","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","366","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"572","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","369","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"573","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","391","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"574","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","392","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"575","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","419","Found 'DD'-anomaly for variable 'data' (lines '419'-'419').","Controversial Rules","DataflowAnomalyAnalysis"
"576","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","419","Found 'DU'-anomaly for variable 'data' (lines '419'-'435').","Controversial Rules","DataflowAnomalyAnalysis"
"577","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","431","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"578","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","438","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"579","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","438","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"580","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","438","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"581","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","440","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"582","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","442","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
